session_id,split_index,context_len,query_len,session_len,query_skip_rate,ndcg_model,ndcg_random,lift
6f38ca61-d401-4353-905b-7899d69ee439_122602,4,32,20,52,0.1,0.931,0.9,0.031
6f38ca61-d401-4353-905b-7899d69ee439_122602,5,40,12,52,0.0833,0.7537,0.9167,-0.163
6f38ca61-d401-4353-905b-7899d69ee439_122609,1,3,12,15,0.0833,1,0.9167,0.0833
6f38ca61-d401-4353-905b-7899d69ee439_122609,2,4,11,15,0.0909,1,0.9091,0.0909
6f38ca61-d401-4353-905b-7899d69ee439_122609,3,6,9,15,0.1111,1,0.8889,0.1111
6f38ca61-d401-4353-905b-7899d69ee439_122609,4,8,7,15,0.1429,0.9475,0.8571,0.0904
6f38ca61-d401-4353-905b-7899d69ee439_122609,5,10,5,15,0.2,0.9408,0.9208,0.02
6f38ca61-d401-4353-905b-7899d69ee439_122620,1,4,64,68,0.125,0.9445,0.875,0.0695
6f38ca61-d401-4353-905b-7899d69ee439_122620,2,13,55,68,0.0909,0.928,0.9091,0.0189
6f38ca61-d401-4353-905b-7899d69ee439_122620,3,23,45,68,0.0889,1,0.9111,0.0889
6f38ca61-d401-4353-905b-7899d69ee439_122620,4,32,36,68,0.0833,0.6608,0.9167,-0.2558
6f38ca61-d401-4353-905b-7899d69ee439_122620,5,42,26,68,0.0385,0.6948,0.9615,-0.2668
6f38ca61-d401-4353-905b-7899d69ee439_122625,1,6,49,55,0.0204,1,0.9796,0.0204
6f38ca61-d401-4353-905b-7899d69ee439_122625,2,12,43,55,0.0233,1,0.9767,0.0233
6f38ca61-d401-4353-905b-7899d69ee439_122625,3,18,37,55,0.027,1,0.973,0.027
6f38ca61-d401-4353-905b-7899d69ee439_122625,4,24,31,55,0.0323,0.9661,0.9677,-0.0017
6f38ca61-d401-4353-905b-7899d69ee439_122625,5,30,25,55,0.04,0.7024,0.96,-0.2576
6f38ca61-d401-4353-905b-7899d69ee439_122628,1,29,11,40,0.0909,1,0.9091,0.0909
6f38ca61-d401-4353-905b-7899d69ee439_122628,2,30,10,40,0.1,1,0.9,0.1
6f38ca61-d401-4353-905b-7899d69ee439_122628,3,32,8,40,0.125,1,0.875,0.125
6f38ca61-d401-4353-905b-7899d69ee439_122628,4,33,7,40,0.1429,1,0.8571,0.1429
6f38ca61-d401-4353-905b-7899d69ee439_122628,5,35,5,40,0.2,1,0.9208,0.0792
6f38ca61-d401-4353-905b-7899d69ee439_122653,1,13,29,42,0.1034,0.8289,0.8966,-0.0676
6f38ca61-d401-4353-905b-7899d69ee439_122653,2,19,23,42,0.1304,0.931,0.8696,0.0614
6f38ca61-d401-4353-905b-7899d69ee439_122653,3,25,17,42,0.1765,0.7743,0.8235,-0.0492
6f38ca61-d401-4353-905b-7899d69ee439_122653,4,31,11,42,0.2727,0.6755,0.7273,-0.0518
6f38ca61-d401-4353-905b-7899d69ee439_122653,5,37,5,42,0.2,0.9701,0.9208,0.0493
6f38ca61-d401-4353-905b-7899d69ee439_122661,1,3,53,56,0.0377,1,0.9623,0.0377
6f38ca61-d401-4353-905b-7899d69ee439_122661,2,12,44,56,0.0227,1,0.9773,0.0227
6f38ca61-d401-4353-905b-7899d69ee439_122661,3,22,34,56,0.0294,1,0.9706,0.0294
6f38ca61-d401-4353-905b-7899d69ee439_122661,4,32,24,56,0.0417,1,0.9583,0.0417
6f38ca61-d401-4353-905b-7899d69ee439_122661,5,42,14,56,0.0714,0.903,0.9286,-0.0256
6f38ca61-d401-4353-905b-7899d69ee439_122673,1,43,54,97,0.1111,1,0.8889,0.1111
6f38ca61-d401-4353-905b-7899d69ee439_122673,2,48,49,97,0.0612,1,0.9388,0.0612
6f38ca61-d401-4353-905b-7899d69ee439_122673,3,53,44,97,0.0455,1,0.9545,0.0455
6f38ca61-d401-4353-905b-7899d69ee439_122673,4,58,39,97,0.0256,1,0.9744,0.0256
6f38ca61-d401-4353-905b-7899d69ee439_122673,5,64,33,97,0.0303,0.8631,0.9697,-0.1066
6f38ca61-d401-4353-905b-7899d69ee439_122674,1,3,31,34,0.1935,0.7195,0.8065,-0.0869
6f38ca61-d401-4353-905b-7899d69ee439_122674,2,7,27,34,0.1852,0.8339,0.8148,0.0191
6f38ca61-d401-4353-905b-7899d69ee439_122674,3,11,23,34,0.1304,1,0.8696,0.1304
6f38ca61-d401-4353-905b-7899d69ee439_122674,4,15,19,34,0.1053,1,0.8947,0.1053
6f38ca61-d401-4353-905b-7899d69ee439_122674,5,20,14,34,0.0714,1,0.9286,0.0714
75665b14-6711-41e9-8ca4-77782936284b_141650,1,3,179,182,0.5642,0.7626,0.4358,0.3268
75665b14-6711-41e9-8ca4-77782936284b_141650,2,43,139,182,0.5755,0.4995,0.4245,0.075
75665b14-6711-41e9-8ca4-77782936284b_141650,3,83,99,182,0.5859,0.5762,0.4141,0.162
75665b14-6711-41e9-8ca4-77782936284b_141650,4,123,59,182,0.3729,0.5744,0.6271,-0.0527
75665b14-6711-41e9-8ca4-77782936284b_141650,5,163,19,182,0.2105,0.7245,0.7895,-0.065
75665b14-6711-41e9-8ca4-77782936284b_141651,1,12,25,37,0.12,0.9708,0.88,0.0908
75665b14-6711-41e9-8ca4-77782936284b_141651,2,14,23,37,0.1304,0.9445,0.8696,0.075
75665b14-6711-41e9-8ca4-77782936284b_141651,3,16,21,37,0.1429,0.869,0.8571,0.0119
75665b14-6711-41e9-8ca4-77782936284b_141651,4,18,19,37,0.1579,0.8428,0.8421,0.0007
75665b14-6711-41e9-8ca4-77782936284b_141651,5,20,17,37,0.0588,1,0.9412,0.0588
75665b14-6711-41e9-8ca4-77782936284b_141652,1,7,31,38,0.1935,0.6221,0.8065,-0.1844
75665b14-6711-41e9-8ca4-77782936284b_141652,2,13,25,38,0.24,0.7611,0.76,0.0011
75665b14-6711-41e9-8ca4-77782936284b_141652,3,20,18,38,0.3333,0.6958,0.6667,0.0291
75665b14-6711-41e9-8ca4-77782936284b_141652,4,26,12,38,0.25,0.5419,0.75,-0.2081
75665b14-6711-41e9-8ca4-77782936284b_141652,5,33,5,38,0.2,0.9558,0.9208,0.035
75665b14-6711-41e9-8ca4-77782936284b_141654,1,7,13,20,0.6154,0.6369,0.3846,0.2523
75665b14-6711-41e9-8ca4-77782936284b_141654,2,9,11,20,0.5455,0.7953,0.4545,0.3408
75665b14-6711-41e9-8ca4-77782936284b_141654,3,11,9,20,0.4444,0.7649,0.5556,0.2093
75665b14-6711-41e9-8ca4-77782936284b_141654,4,13,7,20,0.2857,0.7958,0.7143,0.0815
75665b14-6711-41e9-8ca4-77782936284b_141654,5,15,5,20,0.4,0.951,0.8302,0.1208
75665b14-6711-41e9-8ca4-77782936284b_141657,1,7,34,41,0.2647,0.7212,0.7353,-0.0141
75665b14-6711-41e9-8ca4-77782936284b_141657,2,14,27,41,0.2963,0.8631,0.7037,0.1594
75665b14-6711-41e9-8ca4-77782936284b_141657,3,21,20,41,0.3,0.8458,0.7,0.1458
75665b14-6711-41e9-8ca4-77782936284b_141657,4,28,13,41,0.2308,0.6894,0.7692,-0.0799
75665b14-6711-41e9-8ca4-77782936284b_141657,5,35,6,41,0.1667,1,0.8333,0.1667
75665b14-6711-41e9-8ca4-77782936284b_141666,1,3,18,21,0.3889,0.9233,0.6111,0.3122
75665b14-6711-41e9-8ca4-77782936284b_141666,2,5,16,21,0.3125,0.9233,0.6875,0.2358
75665b14-6711-41e9-8ca4-77782936284b_141666,3,8,13,21,0.1538,0.9369,0.8462,0.0907
75665b14-6711-41e9-8ca4-77782936284b_141666,4,10,11,21,0.1818,0.9106,0.8182,0.0924
75665b14-6711-41e9-8ca4-77782936284b_141666,5,13,8,21,0.125,1,0.875,0.125
75665b14-6711-41e9-8ca4-77782936284b_141667,1,3,99,102,0.5354,0.8386,0.4646,0.374
75665b14-6711-41e9-8ca4-77782936284b_141667,2,25,77,102,0.4545,0.7581,0.5455,0.2127
75665b14-6711-41e9-8ca4-77782936284b_141667,3,47,55,102,0.5273,0.8336,0.4727,0.3609
75665b14-6711-41e9-8ca4-77782936284b_141667,4,69,33,102,0.6061,0.5098,0.3939,0.1159
75665b14-6711-41e9-8ca4-77782936284b_141667,5,91,11,102,0.4545,0.1215,0.5455,-0.4239
75665b14-6711-41e9-8ca4-77782936284b_141669,1,3,70,73,0.3571,0.6935,0.6429,0.0507
75665b14-6711-41e9-8ca4-77782936284b_141669,2,18,55,73,0.2909,0.7245,0.7091,0.0154
75665b14-6711-41e9-8ca4-77782936284b_141669,3,34,39,73,0.2051,0.7699,0.7949,-0.025
75665b14-6711-41e9-8ca4-77782936284b_141669,4,49,24,73,0.25,0.7826,0.75,0.0326
75665b14-6711-41e9-8ca4-77782936284b_141669,5,65,8,73,0.125,0.7661,0.875,-0.1089
75665b14-6711-41e9-8ca4-77782936284b_141673,1,8,29,37,0.4828,0.8154,0.5172,0.2981
75665b14-6711-41e9-8ca4-77782936284b_141673,2,11,26,37,0.4615,1,0.5385,0.4615
75665b14-6711-41e9-8ca4-77782936284b_141673,3,15,22,37,0.3636,1,0.6364,0.3636
75665b14-6711-41e9-8ca4-77782936284b_141673,4,19,18,37,0.2778,1,0.7222,0.2778
75665b14-6711-41e9-8ca4-77782936284b_141673,5,23,14,37,0.0714,1,0.9286,0.0714
75665b14-6711-41e9-8ca4-77782936284b_141674,1,6,24,30,0.0833,1,0.9167,0.0833
75665b14-6711-41e9-8ca4-77782936284b_141674,2,10,20,30,0.1,1,0.9,0.1
75665b14-6711-41e9-8ca4-77782936284b_141674,3,15,15,30,0.1333,1,0.8667,0.1333
75665b14-6711-41e9-8ca4-77782936284b_141674,4,20,10,30,0.2,0.9183,0.8,0.1183
75665b14-6711-41e9-8ca4-77782936284b_141674,5,25,5,30,0.4,0.9682,0.8302,0.138
75665b14-6711-41e9-8ca4-77782936284b_141675,1,3,49,52,0.2653,0.8542,0.7347,0.1196
75665b14-6711-41e9-8ca4-77782936284b_141675,2,13,39,52,0.2051,0.8115,0.7949,0.0166
75665b14-6711-41e9-8ca4-77782936284b_141675,3,24,28,52,0.2143,0.8356,0.7857,0.0499
75665b14-6711-41e9-8ca4-77782936284b_141675,4,34,18,52,0.2222,0.8891,0.7778,0.1113
75665b14-6711-41e9-8ca4-77782936284b_141675,5,45,7,52,0.1429,0.7448,0.8571,-0.1123
75665b14-6711-41e9-8ca4-77782936284b_141676,1,3,45,48,0.2889,0.9233,0.7111,0.2122
75665b14-6711-41e9-8ca4-77782936284b_141676,2,13,35,48,0.2,0.9398,0.8,0.1398
75665b14-6711-41e9-8ca4-77782936284b_141676,3,23,25,48,0.12,0.9661,0.88,0.0861
75665b14-6711-41e9-8ca4-77782936284b_141676,4,33,15,48,0.0667,1,0.9333,0.0667
75665b14-6711-41e9-8ca4-77782936284b_141676,5,43,5,48,0.2,1,0.9208,0.0792
75665b14-6711-41e9-8ca4-77782936284b_141678,1,3,63,66,0.1905,0.8696,0.8095,0.06
75665b14-6711-41e9-8ca4-77782936284b_141678,2,15,51,66,0.1961,0.9213,0.8039,0.1174
75665b14-6711-41e9-8ca4-77782936284b_141678,3,27,39,66,0.2308,0.826,0.7692,0.0567
75665b14-6711-41e9-8ca4-77782936284b_141678,4,39,27,66,0.2222,0.6639,0.7778,-0.1138
75665b14-6711-41e9-8ca4-77782936284b_141678,5,51,15,66,0.0667,0.8983,0.9333,-0.0351
75665b14-6711-41e9-8ca4-77782936284b_141680,1,9,37,46,0.2162,0.6852,0.7838,-0.0986
75665b14-6711-41e9-8ca4-77782936284b_141680,2,15,31,46,0.2258,0.9708,0.7742,0.1966
75665b14-6711-41e9-8ca4-77782936284b_141680,3,22,24,46,0.1667,0.9322,0.8333,0.0988
75665b14-6711-41e9-8ca4-77782936284b_141680,4,29,17,46,0.1765,0.8631,0.8235,0.0396
75665b14-6711-41e9-8ca4-77782936284b_141680,5,36,10,46,0.1,1,0.9,0.1
75665b14-6711-41e9-8ca4-77782936284b_141683,1,24,89,113,0.7303,0.2136,0.2697,-0.0561
75665b14-6711-41e9-8ca4-77782936284b_141683,2,43,70,113,0.6571,0.2168,0.3429,-0.126
75665b14-6711-41e9-8ca4-77782936284b_141683,3,62,51,113,0.5882,0.2012,0.4118,-0.2106
75665b14-6711-41e9-8ca4-77782936284b_141683,4,81,32,113,0.5625,0.6101,0.4375,0.1726
75665b14-6711-41e9-8ca4-77782936284b_141683,5,101,12,113,0.3333,0.703,0.6667,0.0363
75665b14-6711-41e9-8ca4-77782936284b_141684,1,3,95,98,0.2211,1,0.7789,0.2211
75665b14-6711-41e9-8ca4-77782936284b_141684,2,20,78,98,0.2179,1,0.7821,0.2179
75665b14-6711-41e9-8ca4-77782936284b_141684,3,38,60,98,0.1333,1,0.8667,0.1333
75665b14-6711-41e9-8ca4-77782936284b_141684,4,56,42,98,0.119,1,0.881,0.119
75665b14-6711-41e9-8ca4-77782936284b_141684,5,74,24,98,0.0417,1,0.9583,0.0417
75665b14-6711-41e9-8ca4-77782936284b_141690,1,4,61,65,0.4754,0.6201,0.5246,0.0955
75665b14-6711-41e9-8ca4-77782936284b_141690,2,17,48,65,0.5208,0.7705,0.4792,0.2913
75665b14-6711-41e9-8ca4-77782936284b_141690,3,31,34,65,0.5588,0.6676,0.4412,0.2264
75665b14-6711-41e9-8ca4-77782936284b_141690,4,44,21,65,0.619,0.4929,0.381,0.1119
75665b14-6711-41e9-8ca4-77782936284b_141690,5,58,7,65,0.5714,0.9699,0.593,0.3769
75665b14-6711-41e9-8ca4-77782936284b_141691,1,15,16,31,0.5,0.6903,0.5,0.1903
75665b14-6711-41e9-8ca4-77782936284b_141691,2,17,14,31,0.5,0.7183,0.5,0.2183
75665b14-6711-41e9-8ca4-77782936284b_141691,3,20,11,31,0.4545,0.7386,0.5455,0.1932
75665b14-6711-41e9-8ca4-77782936284b_141691,4,23,8,31,0.375,0.8262,0.625,0.2012
75665b14-6711-41e9-8ca4-77782936284b_141691,5,26,5,31,0.2,0.9047,0.9208,-0.0161
75665b14-6711-41e9-8ca4-77782936284b_141694,1,3,98,101,0.4388,0.5953,0.5612,0.0341
75665b14-6711-41e9-8ca4-77782936284b_141694,2,24,77,101,0.4545,0.2564,0.5455,-0.2891
75665b14-6711-41e9-8ca4-77782936284b_141694,3,46,55,101,0.5455,0.3564,0.4545,-0.0981
75665b14-6711-41e9-8ca4-77782936284b_141694,4,68,33,101,0.3939,0.3626,0.6061,-0.2435
75665b14-6711-41e9-8ca4-77782936284b_141694,5,90,11,101,0.4545,0.3079,0.5455,-0.2375
75665b14-6711-41e9-8ca4-77782936284b_141697,1,3,14,17,0.5714,0.459,0.4286,0.0304
75665b14-6711-41e9-8ca4-77782936284b_141697,2,5,12,17,0.5,0.454,0.5,-0.046
75665b14-6711-41e9-8ca4-77782936284b_141697,3,7,10,17,0.5,0.4297,0.5,-0.0703
75665b14-6711-41e9-8ca4-77782936284b_141697,4,9,8,17,0.5,0.8716,0.5755,0.296
75665b14-6711-41e9-8ca4-77782936284b_141697,5,12,5,17,0.8,0.9262,0.5897,0.3365
75665b14-6711-41e9-8ca4-77782936284b_141698,1,6,10,16,0.7,0.8093,0.4151,0.3942
75665b14-6711-41e9-8ca4-77782936284b_141698,2,7,9,16,0.6667,0.9747,0.4612,0.5135
75665b14-6711-41e9-8ca4-77782936284b_141698,3,8,8,16,0.625,0.9531,0.5189,0.4342
75665b14-6711-41e9-8ca4-77782936284b_141698,4,9,7,16,0.5714,0.9318,0.593,0.3388
75665b14-6711-41e9-8ca4-77782936284b_141698,5,11,5,16,0.6,1,0.7231,0.2769
75665b14-6711-41e9-8ca4-77782936284b_141699,1,3,38,41,0.6579,0.5906,0.3421,0.2485
75665b14-6711-41e9-8ca4-77782936284b_141699,2,11,30,41,0.5667,0.5537,0.4333,0.1204
75665b14-6711-41e9-8ca4-77782936284b_141699,3,19,22,41,0.5455,0.4471,0.4545,-0.0074
75665b14-6711-41e9-8ca4-77782936284b_141699,4,27,14,41,0.4286,0.5209,0.5714,-0.0506
75665b14-6711-41e9-8ca4-77782936284b_141699,5,35,6,41,0.1667,0.9475,0.8333,0.1142
75665b14-6711-41e9-8ca4-77782936284b_141700,1,3,28,31,0.4286,0.6369,0.5714,0.0655
75665b14-6711-41e9-8ca4-77782936284b_141700,2,8,23,31,0.3043,0.7166,0.6957,0.0209
75665b14-6711-41e9-8ca4-77782936284b_141700,3,14,17,31,0.3529,0.5673,0.6471,-0.0798
75665b14-6711-41e9-8ca4-77782936284b_141700,4,20,11,31,0.3636,0.5483,0.6364,-0.088
75665b14-6711-41e9-8ca4-77782936284b_141700,5,26,5,31,0.8,0.4758,0.5897,-0.1139
75665b14-6711-41e9-8ca4-77782936284b_141702,1,8,99,107,0.404,0.8428,0.596,0.2468
75665b14-6711-41e9-8ca4-77782936284b_141702,2,30,77,107,0.4026,0.8921,0.5974,0.2947
75665b14-6711-41e9-8ca4-77782936284b_141702,3,52,55,107,0.4364,0.8921,0.5636,0.3284
75665b14-6711-41e9-8ca4-77782936284b_141702,4,74,33,107,0.4545,0.7319,0.5455,0.1864
75665b14-6711-41e9-8ca4-77782936284b_141702,5,96,11,107,0.2727,0.8891,0.7273,0.1618
75665b14-6711-41e9-8ca4-77782936284b_141705,1,5,61,66,0.1803,0.9708,0.8197,0.1511
75665b14-6711-41e9-8ca4-77782936284b_141705,2,16,50,66,0.12,0.8767,0.88,-0.0033
75665b14-6711-41e9-8ca4-77782936284b_141705,3,28,38,66,0.1053,0.9738,0.8947,0.079
75665b14-6711-41e9-8ca4-77782936284b_141705,4,39,27,66,0.1481,0.6321,0.8519,-0.2197
75665b14-6711-41e9-8ca4-77782936284b_141705,5,51,15,66,0.0667,1,0.9333,0.0667
75665b14-6711-41e9-8ca4-77782936284b_141707,1,5,16,21,0.4375,0.3186,0.5625,-0.2439
75665b14-6711-41e9-8ca4-77782936284b_141707,2,7,14,21,0.5,0.3918,0.5,-0.1082
75665b14-6711-41e9-8ca4-77782936284b_141707,3,10,11,21,0.4545,0.4186,0.5455,-0.1269
75665b14-6711-41e9-8ca4-77782936284b_141707,4,12,9,21,0.3333,0.5257,0.6667,-0.141
75665b14-6711-41e9-8ca4-77782936284b_141707,5,15,6,21,0.1667,0.744,0.8333,-0.0893
75665b14-6711-41e9-8ca4-77782936284b_141712,1,3,15,18,0.7333,0.3053,0.3069,-0.0016
75665b14-6711-41e9-8ca4-77782936284b_141712,2,5,13,18,0.8462,0.3669,0.2781,0.0888
75665b14-6711-41e9-8ca4-77782936284b_141712,3,8,10,18,0.8,0.7302,0.3616,0.3686
75665b14-6711-41e9-8ca4-77782936284b_141712,4,10,8,18,0.75,0.7387,0.452,0.2867
75665b14-6711-41e9-8ca4-77782936284b_141712,5,13,5,18,0.6,0.8745,0.7231,0.1513
75665b14-6711-41e9-8ca4-77782936284b_141714,1,5,81,86,0.642,0.6304,0.358,0.2724
75665b14-6711-41e9-8ca4-77782936284b_141714,2,23,63,86,0.6508,0.6007,0.3492,0.2515
75665b14-6711-41e9-8ca4-77782936284b_141714,3,41,45,86,0.6,0.5744,0.4,0.1744
75665b14-6711-41e9-8ca4-77782936284b_141714,4,59,27,86,0.4815,0.6316,0.5185,0.1131
75665b14-6711-41e9-8ca4-77782936284b_141714,5,77,9,86,0.2222,0.9661,0.7778,0.1883
75665b14-6711-41e9-8ca4-77782936284b_141716,1,7,67,74,0.2985,0.9738,0.7015,0.2723
75665b14-6711-41e9-8ca4-77782936284b_141716,2,18,56,74,0.25,0.9475,0.75,0.1975
75665b14-6711-41e9-8ca4-77782936284b_141716,3,30,44,74,0.0909,0.8797,0.9091,-0.0294
75665b14-6711-41e9-8ca4-77782936284b_141716,4,41,33,74,0.0606,0.9077,0.9394,-0.0317
75665b14-6711-41e9-8ca4-77782936284b_141716,5,53,21,74,0.0476,0.7198,0.9524,-0.2326
75665b14-6711-41e9-8ca4-77782936284b_141720,1,14,31,45,0.1613,1,0.8387,0.1613
75665b14-6711-41e9-8ca4-77782936284b_141720,2,15,30,45,0.1333,1,0.8667,0.1333
75665b14-6711-41e9-8ca4-77782936284b_141720,3,17,28,45,0.1071,1,0.8929,0.1071
75665b14-6711-41e9-8ca4-77782936284b_141720,4,18,27,45,0.0741,1,0.9259,0.0741
75665b14-6711-41e9-8ca4-77782936284b_141720,5,20,25,45,0.04,1,0.96,0.04
75665b14-6711-41e9-8ca4-77782936284b_141724,1,4,57,61,0.6842,0.8493,0.3158,0.5335
75665b14-6711-41e9-8ca4-77782936284b_141724,2,16,45,61,0.6667,0.9153,0.3333,0.582
75665b14-6711-41e9-8ca4-77782936284b_141724,3,29,32,61,0.5938,0.9124,0.4063,0.5061
75665b14-6711-41e9-8ca4-77782936284b_141724,4,41,20,61,0.4,0.8988,0.6,0.2988
75665b14-6711-41e9-8ca4-77782936284b_141724,5,54,7,61,0.2857,0.6676,0.7143,-0.0467
75665b14-6711-41e9-8ca4-77782936284b_141726,1,3,59,62,0.2881,1,0.7119,0.2881
75665b14-6711-41e9-8ca4-77782936284b_141726,2,13,49,62,0.2041,1,0.7959,0.2041
75665b14-6711-41e9-8ca4-77782936284b_141726,3,23,39,62,0.1795,0.9738,0.8205,0.1532
75665b14-6711-41e9-8ca4-77782936284b_141726,4,33,29,62,0.2069,0.7661,0.7931,-0.027
75665b14-6711-41e9-8ca4-77782936284b_141726,5,44,18,62,0.0556,0.7448,0.9444,-0.1996
75665b14-6711-41e9-8ca4-77782936284b_141727,1,19,125,144,0.52,0.4542,0.48,-0.0258
75665b14-6711-41e9-8ca4-77782936284b_141727,2,46,98,144,0.5102,0.5746,0.4898,0.0848
75665b14-6711-41e9-8ca4-77782936284b_141727,3,74,70,144,0.5286,0.7976,0.4714,0.3261
75665b14-6711-41e9-8ca4-77782936284b_141727,4,101,43,144,0.6047,0.5445,0.3953,0.1492
75665b14-6711-41e9-8ca4-77782936284b_141727,5,129,15,144,0.4667,0.8428,0.5333,0.3095
75665b14-6711-41e9-8ca4-77782936284b_141735,1,5,28,33,0.1429,1,0.8571,0.1429
75665b14-6711-41e9-8ca4-77782936284b_141735,2,10,23,33,0.1739,1,0.8261,0.1739
75665b14-6711-41e9-8ca4-77782936284b_141735,3,15,18,33,0.2222,1,0.7778,0.2222
75665b14-6711-41e9-8ca4-77782936284b_141735,4,20,13,33,0.3077,0.9445,0.6923,0.2522
75665b14-6711-41e9-8ca4-77782936284b_141735,5,25,8,33,0.125,1,0.875,0.125
75665b14-6711-41e9-8ca4-77782936284b_141736,1,12,32,44,0.2188,0.8797,0.7812,0.0984
75665b14-6711-41e9-8ca4-77782936284b_141736,2,18,26,44,0.2692,0.7271,0.7308,-0.0037
75665b14-6711-41e9-8ca4-77782936284b_141736,3,25,19,44,0.2632,0.7186,0.7368,-0.0183
75665b14-6711-41e9-8ca4-77782936284b_141736,4,31,13,44,0.1538,0.9136,0.8462,0.0674
75665b14-6711-41e9-8ca4-77782936284b_141736,5,38,6,44,0.1667,0.7198,0.8333,-0.1135
75665b14-6711-41e9-8ca4-77782936284b_141744,1,8,15,23,0.3333,0.6857,0.6667,0.019
75665b14-6711-41e9-8ca4-77782936284b_141744,2,10,13,23,0.3077,0.7073,0.6923,0.0149
75665b14-6711-41e9-8ca4-77782936284b_141744,3,13,10,23,0.2,0.8094,0.8,0.0094
75665b14-6711-41e9-8ca4-77782936284b_141744,4,15,8,23,0.25,0.8183,0.75,0.0683
75665b14-6711-41e9-8ca4-77782936284b_141744,5,18,5,23,0.4,0.749,0.8302,-0.0812
75665b14-6711-41e9-8ca4-77782936284b_141749,1,3,32,35,0.2812,1,0.7188,0.2812
75665b14-6711-41e9-8ca4-77782936284b_141749,2,5,30,35,0.2333,1,0.7667,0.2333
75665b14-6711-41e9-8ca4-77782936284b_141749,3,7,28,35,0.1786,1,0.8214,0.1786
75665b14-6711-41e9-8ca4-77782936284b_141749,4,9,26,35,0.1154,1,0.8846,0.1154
75665b14-6711-41e9-8ca4-77782936284b_141749,5,11,24,35,0.0417,1,0.9583,0.0417
75665b14-6711-41e9-8ca4-77782936284b_141750,1,3,45,48,0.1556,0.8475,0.8444,0.0031
75665b14-6711-41e9-8ca4-77782936284b_141750,2,5,43,48,0.1163,0.9708,0.8837,0.0871
75665b14-6711-41e9-8ca4-77782936284b_141750,3,7,41,48,0.0732,0.9738,0.9268,0.0469
75665b14-6711-41e9-8ca4-77782936284b_141750,4,9,39,48,0.0256,0.9738,0.9744,-0.0006
75665b14-6711-41e9-8ca4-77782936284b_141750,5,12,36,48,0.0278,0.8805,0.9722,-0.0917
75665b14-6711-41e9-8ca4-77782936284b_141753,1,9,25,34,0.12,1,0.88,0.12
75665b14-6711-41e9-8ca4-77782936284b_141753,2,14,20,34,0.15,1,0.85,0.15
75665b14-6711-41e9-8ca4-77782936284b_141753,3,19,15,34,0.2,1,0.8,0.2
75665b14-6711-41e9-8ca4-77782936284b_141753,4,24,10,34,0.3,0.9738,0.7,0.2738
75665b14-6711-41e9-8ca4-77782936284b_141753,5,29,5,34,0.2,1,0.9208,0.0792
75665b14-6711-41e9-8ca4-77782936284b_141754,1,3,62,65,0.2097,0.931,0.7903,0.1406
75665b14-6711-41e9-8ca4-77782936284b_141754,2,16,49,65,0.1837,0.9017,0.8163,0.0854
75665b14-6711-41e9-8ca4-77782936284b_141754,3,30,35,65,0.2,0.8631,0.8,0.0631
75665b14-6711-41e9-8ca4-77782936284b_141754,4,44,21,65,0.3333,0.8844,0.6667,0.2177
75665b14-6711-41e9-8ca4-77782936284b_141754,5,58,7,65,0.2857,0.8047,0.7143,0.0904
75665b14-6711-41e9-8ca4-77782936284b_141756,1,8,109,117,0.4771,0.7136,0.5229,0.1907
75665b14-6711-41e9-8ca4-77782936284b_141756,2,32,85,117,0.4824,0.7661,0.5176,0.2484
75665b14-6711-41e9-8ca4-77782936284b_141756,3,56,61,117,0.4426,0.7584,0.5574,0.201
75665b14-6711-41e9-8ca4-77782936284b_141756,4,80,37,117,0.4595,0.7198,0.5405,0.1793
75665b14-6711-41e9-8ca4-77782936284b_141756,5,105,12,117,0.25,0.7564,0.75,0.0064
75665b14-6711-41e9-8ca4-77782936284b_141768,1,5,9,14,0.1111,0.797,0.8889,-0.0919
75665b14-6711-41e9-8ca4-77782936284b_141768,2,6,8,14,0.125,0.8309,0.875,-0.0441
75665b14-6711-41e9-8ca4-77782936284b_141768,3,7,7,14,0.1429,0.8351,0.8571,-0.022
75665b14-6711-41e9-8ca4-77782936284b_141768,4,8,6,14,0.1667,0.7949,0.8333,-0.0384
75665b14-6711-41e9-8ca4-77782936284b_141768,5,9,5,14,0.2,0.8183,0.9208,-0.1025
75665b14-6711-41e9-8ca4-77782936284b_141769,1,6,15,21,0.0667,0.9708,0.9333,0.0375
75665b14-6711-41e9-8ca4-77782936284b_141769,2,7,14,21,0.0714,1,0.9286,0.0714
75665b14-6711-41e9-8ca4-77782936284b_141769,3,8,13,21,0.0769,0.9213,0.9231,-0.0018
75665b14-6711-41e9-8ca4-77782936284b_141769,4,9,12,21,0.0833,0.8522,0.9167,-0.0645
75665b14-6711-41e9-8ca4-77782936284b_141769,5,10,11,21,0.0909,0.7949,0.9091,-0.1142
75665b14-6711-41e9-8ca4-77782936284b_141772,1,5,45,50,0.3556,0.9369,0.6444,0.2924
75665b14-6711-41e9-8ca4-77782936284b_141772,2,14,36,50,0.25,0.9738,0.75,0.2238
75665b14-6711-41e9-8ca4-77782936284b_141772,3,23,27,50,0.1481,0.9708,0.8519,0.1189
75665b14-6711-41e9-8ca4-77782936284b_141772,4,32,18,50,0.1667,0.8213,0.8333,-0.0121
75665b14-6711-41e9-8ca4-77782936284b_141772,5,41,9,50,0.1111,1,0.8889,0.1111
